,Scientific Name,Vernacular name,Class,Order,Family,Genus,Species,Latitude - original,Longitude - original,Geodetic datum - original,Latitude,Longitude,Coordinate Uncertainty in Metres,Country - parsed,State - parsed,Local Government Areas 2011,IBRA 7 Regions,Collector
738,Cygnus (Chenopis) atratus,Black Swan,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
740,Cacatua (Cacatua) galerita,Sulphur-crested Cockatoo,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
741,Anthochaera (Anthochaera) carunculata,Red wattlebird,Aves,Passeriformes,Meliphagidae,Anthochaera,Anthochaera carunculata,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
743,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
744,Sericornis (Sericornis) frontalis,White-browed Scrubwren,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis frontalis,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
745,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
746,AVES,Birds,Aves,,,,,-34.71441,141.7373,WGS84,-34.71441,141.7373,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
747,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
748,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
749,"Zosterops lateralis ( (Latham), 1801) lateralis",Silvereye,Aves,Passeriformes,Timaliidae,Zosterops,Zosterops lateralis,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
750,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
751,Acanthiza (Subacanthiza) lineata,Striated Thornbill,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza lineata,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
752,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.682390000000005,141.01116000000002,WGS84,-34.682390000000005,141.01116000000002,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,LESTER C. Chris | LESTER R. Rosemary
753,Strepera (Strepera) graculina,Pied Currawong,Aves,Passeriformes,Artamidae,Strepera,Strepera graculina,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
754,"Zosterops lateralis ( (Latham), 1801) lateralis",Silvereye,Aves,Passeriformes,Timaliidae,Zosterops,Zosterops lateralis,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
755,Turdus merula,Blackbird,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
757,Turdus merula,Blackbird,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
758,Polytelis anthopeplus,Regent Parrot,Aves,Psittaciformes,Psittacidae,Polytelis,Polytelis anthopeplus,-36.1,141.9,WGS84,-36.1,141.9,35000.0,Australia,Victoria,Hindmarsh (S),Murray Darling Depression,REGENT PARROT PUBLIC SIGHTING - -
759,"Zosterops lateralis ( (Latham), 1801) lateralis",Silvereye,Aves,Passeriformes,Timaliidae,Zosterops,Zosterops lateralis,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
760,Rhipidura (Sauloprocta) leucophrys,Willie Wagtail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura leucophrys,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
761,Anthochaera (Anellobia) chrysoptera,Little Wattlebird,Aves,Passeriformes,Meliphagidae,Anthochaera,Anthochaera chrysoptera,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
762,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
763,Calyptorhynchus (Calyptorhynchus) banksii graptogyne,Red-tailed Black Cockatoo (south-east Subspecies),Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus banksii,-38.1,141.1,WGS84,-38.1,141.1,10050.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
764,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
765,AVES,Birds,Aves,,,,,-34.69822,141.73289,WGS84,-34.69822,141.73289,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
766,Pachycephala (Timixos) olivacea hesperus,Olive Whistler,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala olivacea,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
767,Eopsaltria (Eopsaltria) australis,Eastern Yellow Robin,Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
768,Grus (Mathewsia) rubicunda,Brolga,Aves,Gruiformes,Gruidae,Grus,Grus rubicunda,-37.54643,140.97284,WGS84,-37.54643,140.97284,10000.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
769,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
770,"Zosterops lateralis ( (Latham), 1801) lateralis",Silvereye,Aves,Passeriformes,Timaliidae,Zosterops,Zosterops lateralis,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
771,Chalcites lucidus,Shining Bronze-cuckoo,Aves,Cuculiformes,Cuculidae,Chalcites,Chalcites lucidus,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
772,Stipiturus malachurus polionotum,Southern Emu-wren (south East Ssp),Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
773,Malurus (Malurus) cyaneus,Superb Fairy-wren,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
774,Eopsaltria (Eopsaltria) australis,Eastern Yellow Robin,Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
775,Corvus tasmanicus,Forest Raven,Aves,Passeriformes,Corvidae,Corvus,Corvus tasmanicus,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
776,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.69492,142.27062,WGS84,-34.69492,142.27062,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BLACK-EARED MINER SURVEY N/A. N/A
777,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
778,Pachycephala (Pachycephala) pectoralis,Golden Whistler,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala pectoralis,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
779,AVES,Birds,Aves,,,,,-35.25643,142.30501,WGS84,-35.25643,142.30501,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
782,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.91831,141.98006,WGS84,-34.91831,141.98006,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,LANSLEY P. Peter
783,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.73687,141.67507,WGS84,-34.73687,141.67507,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
784,Sericornis (Sericornis) frontalis,White-browed Scrubwren,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis frontalis,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
785,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.67212,141.49357,WGS84,-34.67212,141.49357,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
786,Myiagra (Seisura) inquieta,Restless Flycatcher,Aves,Passeriformes,Monarchidae,Myiagra,Myiagra inquieta,-37.54643,140.97284,WGS84,-37.54643,140.97284,10000.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
788,Malurus (Malurus) cyaneus,Superb Fairy-wren,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
789,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
790,Calidris (Erolia) acuminata,Sharp-tailed Sandpiper,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris acuminata,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
791,Phylidonyris (Meliornis) novaehollandiae,New Holland Honeyeater,Aves,Passeriformes,Meliphagidae,Phylidonyris,Phylidonyris novaehollandiae,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
792,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.25643,142.30501,WGS84,-35.25643,142.30501,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
793,Gymnorhina tibicen,Australian Magpie,Aves,Passeriformes,Artamidae,Gymnorhina,Gymnorhina tibicen,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
794,AVES,Birds,Aves,,,,,-34.73687,141.67507,WGS84,-34.73687,141.67507,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
795,Stipiturus malachurus polionotum,Southern Emu-wren (south East Ssp),Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
796,Haliastur sphenurus,Whistling Kite,Aves,Falconiformes,Accipitridae,Haliastur,Haliastur sphenurus,-37.63305,140.97281,WGS84,-37.63305,140.97281,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
797,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.67212,141.49679,WGS84,-34.67212,141.49679,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
798,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.60774,142.12198,WGS84,-35.60774,142.12198,250.0,Australia,Victoria,Yarriambiack (S),Murray Darling Depression,LANSLEY P. Peter
799,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
800,Malurus (Malurus) cyaneus,Superb Fairy-wren,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,-38.108709999999995,141.13504,WGS84,-38.108709999999995,141.13504,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
801,AVES,Birds,Aves,,,,,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
802,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
803,Malurus (Malurus) cyaneus,Superb Fairy-wren,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
804,Wallabia bicolor,Swamp Wallaby,Mammalia,Diprotodontia,Macropodidae,Wallabia,Wallabia bicolor,-37.06695,140.9775,WGS84,-37.06695,140.9775,10000.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAYWOOD B. Bryan
805,Stipiturus malachurus polionotum,Southern Emu-wren (south East Ssp),Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
806,Eolophus roseicapilla,Galah,Aves,Psittaciformes,Cacatuidae,Eolophus,Eolophus roseicapilla,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
807,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
808,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.85581,140.97984,WGS84,-37.85581,140.97984,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,LANCASTER M. Melanie | FULLER N. Nicholas
810,AVES,Birds,Aves,,,,,-34.8653,142.61285,WGS84,-34.8653,142.61285,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
811,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.86803,142.6142,WGS84,-34.86803,142.6142,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca | DEBRUYN R. Ryan
815,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.24825,142.31798,WGS84,-35.24825,142.31798,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
816,Melithreptus (Eidopsarus) gularis,Black-chinned Honeyeater,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus gularis,-37.284209999999995,140.97097,WGS84,-37.284209999999995,140.97097,250.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,ROGERS C. Colin
817,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.85581,140.97984,WGS84,-37.85581,140.97984,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,LANCASTER M. Melanie | FULLER N. Nicholas
818,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
819,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
820,Stipiturus malachurus polionotum,Southern Emu-wren (south East Ssp),Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
823,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.87209,142.62065,WGS84,-34.87209,142.62065,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca | DEBRUYN R. Ryan
824,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
825,AVES,Birds,Aves,,,,,-35.257909999999995,142.30446,WGS84,-35.257909999999995,142.30446,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
826,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
827,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.85581,140.97984,WGS84,-37.85581,140.97984,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,LANCASTER M. Melanie | FULLER N. Nicholas
828,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.2531,142.30601000000001,WGS84,-35.2531,142.30601000000001,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
829,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
830,Corvus tasmanicus,Forest Raven,Aves,Passeriformes,Corvidae,Corvus,Corvus tasmanicus,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
831,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.257909999999995,142.30446,WGS84,-35.257909999999995,142.30446,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
832,Colluricincla (Colluricincla) harmonica,Grey Shrike-thrush,Aves,Passeriformes,Pachycephalidae,Colluricincla,Colluricincla harmonica,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
833,Lerista bougainvillii,South-eastern Slider,Reptilia,Squamata,Scincidae,Lerista,Lerista bougainvillii,-34.71304,140.96803,WGS84,-34.71304,140.96803,1000.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,ARMSTRONG D.M. David
834,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
835,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
